,name,code
718,광진윈텍,090150.KQ
719,구영테크,053270.KQ
720,국보디자인,066620.KQ
721,나이스정보통신,036800.KQ
722,남화산업,111710.KQ
723,네스엠,056000.KQ
724,네오오토,212560.KQ
725,네오위즈,095660.KQ
726,네오크레마,311390.KQ
727,네이블커뮤니케이션즈,153460.KQ
728,넷게임즈,225570.KQ
729,노바텍,285490.KQ
730,녹십자엠에스,142280.KQ
731,뉴보텍,060260.KQ
732,다날,064260.KQ
733,다우데이타,032190.KQ
734,대원미디어,048910.KQ
735,대호피앤씨,021040.KQ
736,대화제약,067080.KQ
737,데브시스터즈,194480.KQ
738,동아화성,041930.KQ
739,디앤씨미디어,263720.KQ
740,디이엔티,079810.KQ
741,라닉스,317120.KQ
742,라온피플,300120.KQ
743,로스웰,900260.KQ
744,리더스코스메틱,016100.KQ
745,메가엠디,133750.KQ
746,메드팩토,235980.KQ
747,메카로,241770.KQ
748,멜파스,096640.KQ
749,모베이스,101330.KQ
750,모아텍,033200.KQ
751,미래에셋대우스팩4호,333430.KQ
752,바이오스마트,038460.KQ
753,바텍,043150.KQ
754,보광산업,225530.KQ
755,본느,226340.KQ
756,브릿지바이오,288330.KQ
757,블러썸엠앤씨,263920.KQ
758,비디아이,148140.KQ
759,비엠티,086670.KQ
760,비츠로셀,082920.KQ
761,비츠로시스,054220.KQ
762,삼기오토모티브,122350.KQ
763,삼보모터스,053700.KQ
764,삼영엠텍,054540.KQ
765,삼천당제약,000250.KQ
766,샘코,263540.KQ
767,서울옥션,063170.KQ
768,서한,011370.KQ
769,성도이엔지,037350.KQ
770,성우전자,081580.KQ
771,세원물산,024830.KQ
772,셀바스AI,108860.KQ
773,스맥,099440.KQ
774,스카이문스테크놀로지,033790.KQ
775,시너지이노베이션,048870.KQ
776,시노펙스,025320.KQ
777,시큐브,131090.KQ
778,신성델타테크,065350.KQ
779,신화인터텍,056700.KQ
780,씨젠,096530.KQ
781,아난티,025980.KQ
782,아이진,185490.KQ
783,아이컴포넌트,059100.KQ
784,아즈텍WB,032080.KQ
785,안랩,053800.KQ
786,안트로젠,065660.KQ
787,알서포트,131370.KQ
788,애니플러스,310200.KQ
789,어보브반도체,102120.KQ
790,에버다임,041440.KQ
791,에스넷,038680.KQ
792,에스디시스템,121890.KQ
793,에스앤에스텍,101490.KQ
794,에스에이엠티,031330.KQ
795,에스와이,109610.KQ
796,에스제이케이,080440.KQ
797,에스티큐브,052020.KQ
798,에스피지,058610.KQ
799,에이피티씨,089970.KQ
800,에코마케팅,230360.KQ
801,에코바이오,038870.KQ
802,에코캡,128540.KQ
803,에프앤리퍼블릭,064090.KQ
804,에프엔에스테크,083500.KQ
805,엔에스엔,031860.KQ
806,엔에이치스팩13호,310840.KQ
807,엔에이치스팩15,339950.KQ
808,엠아이텍,179290.KQ
809,엠에스오토텍,123040.KQ
810,엠케이전자,033160.KQ
811,오스템임플란트,048260.KQ
812,오이솔루션,138080.KQ
813,올리패스,244460.KQ
814,와이엠씨,155650.KQ
815,와이엠티,251370.KQ
816,와이제이엠게임즈,193250.KQ
817,우리조명,037400.KQ
818,원익IPS,240810.KQ
819,유니슨,018000.KQ
820,유니크,011320.KQ
821,유아이디,069330.KQ
822,유아이엘,049520.KQ
823,이상네트웍스,080010.KQ
824,이테크건설,016250.KQ
825,이퓨쳐,134060.KQ
826,이화공영,001840.KQ
827,인텔리안테크,189300.KQ
828,인피니트헬스케어,071200.KQ
829,일신바이오,068330.KQ
830,장원테크,174880.KQ
831,제낙스,065620.KQ
832,제닉,123330.KQ
833,제이씨케미칼,137950.KQ
834,좋은사람들,033340.KQ
835,중앙백신,072020.KQ
836,지니틱스,303030.KQ
837,지엔원에너지,270520.KQ
838,청보산업,013720.KQ
839,카스,016920.KQ
840,케이비17호스팩,317030.KQ
841,케이에스피,073010.KQ
842,코디,080530.KQ
843,코리아센터,290510.KQ
844,큐리언트,115180.KQ
845,큐브앤컴퍼니,043090.KQ
846,크린앤사이언스,045520.KQ
847,태웅,044490.KQ
848,테라셈,182690.KQ
849,토박스코리아,215480.KQ
850,티케이케미칼,104480.KQ
851,팅크웨어,084730.KQ
852,파이오링크,170790.KQ
853,팜스토리,027710.KQ
854,푸드나무,290720.KQ
855,푸른저축은행,007330.KQ
856,프리엠스,053160.KQ
857,플랜티넷,075130.KQ
858,플레이위드,023770.KQ
859,피엔티,137400.KQ
860,피제이메탈,128660.KQ
861,하나머티리얼즈,166090.KQ
862,한국선재,025550.KQ
863,한국전자인증,041460.KQ
864,한국정보공학,039740.KQ
865,한국큐빅,021650.KQ
866,한국테크놀로지,053590.KQ
867,한독크린텍,256150.KQ
868,한양이엔지,045100.KQ
869,한프,066110.KQ
870,한화플러스제1호스팩,340440.KQ
871,현대사료,016790.KQ
872,현우산업,092300.KQ
873,홈캐스트,064240.KQ
874,휴메딕스,200670.KQ
875,3S,060310.KQ
876,EMW,079190.KQ
877,JYP Ent.,035900.KQ
878,RFHIC,218410.KQ
879,경남제약,053950.KQ
880,고려신용정보,049720.KQ
881,광진실업,026910.KQ
882,국영지앤엠,006050.KQ
883,그린플러스,186230.KQ
884,기산텔레콤,035460.KQ
885,나무기술,242040.KQ
886,나이스디앤비,130580.KQ
887,네오셈,253590.KQ
888,네패스,033640.KQ
889,대동금속,020400.KQ
890,대림제지,017650.KQ
891,대신밸런스제6호스팩,307750.KQ
892,대신정보통신,020180.KQ
893,더블유에프엠,035290.KQ
894,동국알앤에스,075970.KQ
895,동우팜투테이블,088910.KQ
896,동운아나텍,094170.KQ
897,디아이티,110990.KQ
898,디에이치피코리아,131030.KQ
899,디케이락,105740.KQ
900,디케이티,290550.KQ
901,라온시큐어,042510.KQ
902,리노스,039980.KQ
903,리더스 기술투자,019570.KQ
904,마이크로컨텍솔,098120.KQ
905,매직마이크로,127160.KQ
906,메가스터디,072870.KQ
907,메지온,140410.KQ
908,모다이노칩,080420.KQ
909,모헨즈,006920.KQ
910,미디어젠,279600.KQ
911,미래SCI,028040.KQ
912,미래나노텍,095500.KQ
913,미래테크놀로지,213090.KQ
914,바이오리더스,142760.KQ
915,바이오빌,065940.KQ
916,뷰웍스,100120.KQ
917,브레인콘텐츠,066980.KQ
918,블루콤,033560.KQ
919,비에이치,090460.KQ
920,비츠로테크,042370.KQ
921,비피도,238200.KQ
922,빅텍,065450.KQ
923,삼강엠앤티,100090.KQ
924,삼성머스트스팩3호,309930.KQ
925,삼표시멘트,038500.KQ
926,상상인이안1호스팩,307870.KQ
927,선광,003100.KQ
928,세진티에스,067770.KQ
929,세화피앤씨,252500.KQ
930,신한제4호스팩,277480.KQ
931,신화콘텍,187270.KQ
932,쌍용정보통신,010280.KQ
933,쎄니트,037760.KQ
934,씨씨에스,066790.KQ
935,씨엔플러스,115530.KQ
936,씨유메디칼,115480.KQ
937,아시아경제,127710.KQ
938,아이디스홀딩스,054800.KQ
939,아이쓰리시스템,214430.KQ
940,아이씨케이,068940.KQ
941,아주IB투자,027360.KQ
942,안국약품,001540.KQ
943,알톤스포츠,123750.KQ
944,알파홀딩스,117670.KQ
945,압타바이오,293780.KQ
946,야스,255440.KQ
947,에스맥,097780.KQ
948,에스모,073070.KQ
949,에스에너지,095910.KQ
950,에스에이티,060540.KQ
951,에스엔유,080000.KQ
952,에스티오,098660.KQ
953,에이앤티앤,050320.KQ
954,에이에프더블류,312610.KQ
955,에이테크솔루션,071670.KQ
956,에코마이스터,064510.KQ
957,에프엔씨엔터,173940.KQ
958,엠에스씨,009780.KQ
959,엠젠플러스,032790.KQ
960,오디텍,080520.KQ
961,오로라,039830.KQ
962,오킨스전자,080580.KQ
963,와이엔텍,067900.KQ
964,와이지엔터테인먼트,122870.KQ
965,우리기술투자,041190.KQ
966,우리넷,115440.KQ
967,우리로,046970.KQ
968,우리산업,215360.KQ
969,우주일렉트로,065680.KQ
970,우진비앤지,018620.KQ
971,웹케시,053580.KQ
972,위니아딤채,071460.KQ
973,위지윅스튜디오,299900.KQ
974,윈스,136540.KQ
975,윈하이텍,192390.KQ
976,유니맥스글로벌,215090.KQ
977,유라테크,048430.KQ
978,유앤아이,056090.KQ
979,유틸렉스,263050.KQ
980,이그잭스,060230.KQ
981,이노와이즈,086250.KQ
982,이노테라피,246960.KQ
983,이니텍,053350.KQ
984,이더블유케이,258610.KQ
985,이베스트투자증권,078020.KQ
986,인바디,041830.KQ
987,인산가,277410.KQ
988,인지디스플레,037330.KQ
989,인콘,083640.KQ
990,인크로스,216050.KQ
991,인터엠,017250.KQ
992,일지테크,019540.KQ
993,제이엠아이,033050.KQ
994,지노믹트리,228760.KQ
995,지어소프트,051160.KQ
996,진로발효,018120.KQ
997,차이나그레이트,900040.KQ
998,초록뱀,047820.KQ
999,컴투스,078340.KQ
1000,케이디켐,221980.KQ
1001,케이피에스,256940.KQ
1002,코리아에스이,101670.KQ
1003,코아스템,166480.KQ
1004,큐렉소,060280.KQ
1005,큐로컴,040350.KQ
1006,크리스탈,083790.KQ
1007,태양,053620.KQ
1008,테크윙,089030.KQ
1009,티엘아이,062860.KQ
1010,티움바이오,321550.KQ
1011,파나진,046210.KQ
1012,파버나인,177830.KQ
1013,파인테크닉스,106240.KQ
1014,팜스빌,318010.KQ
1015,팬스타엔터프라이즈,054300.KQ
1016,펄어비스,263750.KQ
1017,평화정공,043370.KQ
1018,포메탈,119500.KQ
1019,포스코 ICT,022100.KQ
1020,포티스,141020.KQ
1021,피씨엘,241820.KQ
1022,피피아이,062970.KQ
1023,필링크,064800.KQ
1024,하나금융13호스팩,320000.KQ
1025,하나금융9호스팩,261200.KQ
1026,하이로닉,149980.KQ
1027,하이제4호스팩,317240.KQ
1028,한국정보인증,053300.KQ
1029,한국제8호스팩,310870.KQ
1030,한류타임즈,039670.KQ
1031,한스바이오메드,042520.KQ
1032,한창산업,079170.KQ
1033,한화에스비아이스팩,317320.KQ
1034,해덕파워웨이,102210.KQ
1035,현대공업,170030.KQ
1036,화신정공,126640.KQ
1037,휴림로봇,090710.KQ
1038,휴마시스,205470.KQ
1039,휴비츠,065510.KQ
1040,흥구석유,024060.KQ
1041,흥국,010240.KQ
1042,흥국에프엔비,189980.KQ
1043,GRT,900290.KQ
1044,HB테크놀러지,078150.KQ
1045,IBKS제12호스팩,335870.KQ
1046,ISC,095340.KQ
1047,KD,044180.KQ
1048,KG이니시스,035600.KQ
1049,NE능률,053290.KQ
1050,NHN한국사이버결제,060250.KQ
1051,SBI인베스트먼트,019550.KQ
1052,SG,255220.KQ
1053,SV인베스트먼트,289080.KQ
1054,고려제약,014570.KQ
1055,국일제지,078130.KQ
1056,금강철강,053260.KQ
1057,기가레인,049080.KQ
1058,나노스,151910.KQ
1059,나노캠텍,091970.KQ
1060,나라엠앤디,051490.KQ
1061,나우IB,293580.KQ
1062,내츄럴엔도텍,168330.KQ
1063,네오펙트,290660.KQ
1064,노랑풍선,104620.KQ
1065,녹십자랩셀,144510.KQ
1066,녹십자웰빙,234690.KQ
1067,뉴로스,126870.KQ
1068,대동기어,008830.KQ
1069,대륙제관,004780.KQ
1070,대모,317850.KQ
1071,대성엘텍,025440.KQ
1072,대성창투,027830.KQ
1073,대양제지,006580.KQ
1074,대정화금,120240.KQ
1075,대창스틸,140520.KQ
1076,덕우전자,263600.KQ
1077,동국S&C,100130.KQ
1078,동성화인텍,033500.KQ
1079,동양에스텍,060380.KQ
1080,동양이엔피,079960.KQ
1081,동양피엔에프,104460.KQ
1082,동일철강,023790.KQ
1083,디스플레이텍,066670.KQ
1084,디에스케이,109740.KQ
1085,디오스텍,196450.KQ
1086,디자인,227100.KQ
1087,디젠스,113810.KQ
1088,디케이디앤아이,033310.KQ
1089,라파스,214260.KQ
1090,레이,228670.KQ
1091,리메드,302550.KQ
1092,마이크로디지탈,305090.KQ
1093,마이크로텍,227950.KQ
1094,매일유업,267980.KQ
1095,맥스로텍,141070.KQ
1096,멀티캠퍼스,067280.KQ
1097,메디프론,065650.KQ
1098,명성티엔에스,257370.KQ
1099,모바일어플라이언스,087260.KQ
1100,미투온,201490.KQ
1101,바른손이앤에이,035620.KQ
1102,바이오로그디바이스,208710.KQ
1103,바이오솔루션,086820.KQ
1104,바이오톡스텍,086040.KQ
1105,버추얼텍,036620.KQ
1106,빅솔론,093190.KQ
1107,삼목에스폼,018310.KQ
1108,삼성스팩2호,291230.KQ
1109,상상인,038540.KQ
1110,상신전자,263810.KQ
1111,서진시스템,178320.KQ
1112,서플러스글로벌,140070.KQ
1113,선익시스템,171090.KQ
1114,세중,039310.KQ
1115,세틀뱅크,234340.KQ
1116,셀리버리,268600.KQ
1117,셀트리온헬스케어,091990.KQ
1118,소리바다,053110.KQ
1119,소프트센,032680.KQ
1120,솔고바이오,043100.KQ
1121,쇼박스,086980.KQ
1122,스타모빌리티,158310.KQ
1123,시스웍,269620.KQ
1124,신라섬유,001000.KQ
1125,신진에스엠,138070.KQ
1126,심텍홀딩스,036710.KQ
1127,씨티씨바이오,060590.KQ
1128,씨티케이코스메틱스,260930.KQ
1129,아모그린텍,125210.KQ
1130,아미노로직스,074430.KQ
1131,아시아종묘,154030.KQ
1132,아이디스,143160.KQ
1133,아이앤씨,052860.KQ
1134,아이에스이커머스,069920.KQ
1135,아이엠,101390.KQ
1136,아진엑스텍,059120.KQ
1137,아톤,158430.KQ
1138,알엔투테크놀로지,148250.KQ
1139,앤씨앤,092600.KQ
1140,에너토크,019990.KQ
1141,에스엠,041510.KQ
1142,에스코넥,096630.KQ
1143,에스티아이,039440.KQ
1144,에이아이비트,039230.KQ
1145,에이치케이,044780.KQ
1146,에이텍,045660.KQ
1147,에코프로,086520.KQ
1148,엔지스테크널러지,208860.KQ
1149,오리엔탈정공,014940.KQ
1150,오리콤,010470.KQ
1151,오스템,031510.KQ
1152,우리기술,032820.KQ
1153,우정바이오,215380.KQ
1154,월덱스,101160.KQ
1155,웰크론한텍,076080.KQ
1156,웹스,196700.KQ
1157,윙입푸드,900340.KQ
1158,유니셈,036200.KQ
1159,유니트론텍,142210.KQ
1160,유진기업,023410.KQ
1161,유진로봇,056080.KQ
1162,율호,072770.KQ
1163,이라이콤,041520.KQ
1164,이스트아시아홀딩스,900110.KQ
1165,이엔에프테크놀로지,102710.KQ
1166,이원컴포텍,088290.KQ
1167,이지바이오,035810.KQ
1168,이크레더블,092130.KQ
1169,이화전기,024810.KQ
1170,인터파크홀딩스,035080.KQ
1171,인트론바이오,048530.KQ
1172,인프라웨어,041020.KQ
1173,일진파워,094820.KQ
1174,자비스,254120.KQ
1175,정원엔시스,045510.KQ
1176,제노포커스,187420.KQ
1177,제룡산업,147830.KQ
1178,제이에스티나,026040.KQ
1179,조이시티,067000.KQ
1180,중앙에너비스,000440.KQ
1181,지에스이,053050.KQ
1182,차바이오텍,085660.KQ
1183,창해에탄올,004650.KQ
1184,청담러닝,096240.KQ
1185,카페24,042000.KQ
1186,캐리소프트,317530.KQ
1187,케어랩스,263700.KQ
1188,케이알피앤이,060900.KQ
1189,케이엔더블유,105330.KQ
1190,케이엔제이,272110.KQ
1191,케이엠,083550.KQ
1192,케이엠제약,225430.KQ
1193,케이프,064820.KQ
1194,켐트로닉스,089010.KQ
1195,켐트로스,220260.KQ
1196,코닉글로리,094860.KQ
1197,코디엠,224060.KQ
1198,코리아에프티,123410.KQ
1199,큐로홀딩스,051780.KQ
1200,태광,023160.KQ
1201,투비소프트,079970.KQ
1202,티피씨글로벌,130740.KQ
1203,파크시스템스,140860.KQ
1204,파트론,091700.KQ
1205,파티게임즈,194510.KQ
1206,팬젠,222110.KQ
1207,포스코엠텍,009520.KQ
1208,포인트엔지니어링,256630.KQ
1209,푸른기술,094940.KQ
1210,퓨쳐스트림네트웍스,214270.KQ
1211,피앤씨테크,237750.KQ
1212,피앤이솔루션,131390.KQ
1213,필로시스헬스케어,057880.KQ
1214,하나금융11호스팩,284620.KQ
1215,하나머스트제6호스팩,307160.KQ
1216,하림지주,003380.KQ
1217,하이소닉,106080.KQ
1218,하이제5호스팩,340120.KQ
1219,하이텍팜,106190.KQ
1220,한국가구,004590.KQ
1221,한국정밀기계,101680.KQ
1222,한빛소프트,047080.KQ
1223,한송네오텍,226440.KQ
1224,현대통신,039010.KQ
1225,화일약품,061250.KQ
1226,화진,134780.KQ
1227,휘닉스소재,050090.KQ
1228,휴온스글로벌,084110.KQ
1229,AP시스템,265520.KQ
1230,AP위성,211270.KQ
1231,GV,045890.KQ
1232,KT서브마린,060370.KQ
1233,S&K폴리텍,091340.KQ
1234,SFA반도체,036540.KQ
1235,SGA솔루션즈,184230.KQ
1236,THE MIDONG,161570.KQ
1237,YTN,040300.KQ
1238,강원,114190.KQ
1239,골프존뉴딘홀딩스,121440.KQ
1240,글로벌에스엠,900070.KQ
1241,글로스퍼랩스,032860.KQ
1242,금화피에스시,036190.KQ
1243,까스텔바작,308100.KQ
1244,나무가,190510.KQ
1245,네오팜,092730.KQ
1246,네온테크,306620.KQ
1247,넥스트아이,137940.KQ
1248,농우바이오,054050.KQ
1249,뉴트리,270870.KQ
1250,다나와,119860.KQ
1251,다믈멀티미디어,093640.KQ
1252,대동스틸,048470.KQ
1253,대보마그네틱,290670.KQ
1254,대신밸런스제8호스팩,336570.KQ
1255,대한광통신,010170.KQ
1256,데이타솔루션,263800.KQ
1257,덱스터,206560.KQ
1258,도이치모터스,067990.KQ
1259,동원개발,013120.KQ
1260,동일금속,109860.KQ
1261,동화기업,025900.KQ
1262,드림시큐리티,203650.KQ
1263,드림어스컴퍼니,060570.KQ
1264,디딤,217620.KQ
1265,디에이테크놀로지,196490.KQ
1266,디지캡,197140.KQ
1267,디지탈옵틱,106520.KQ
1268,레몬,294140.KQ
1269,로보티즈,108490.KQ
1270,로체시스템즈,071280.KQ
1271,루멘스,038060.KQ
1272,루트로닉,085370.KQ
1273,리노공업,058470.KQ
1274,마크로젠,038290.KQ
1275,매커스,093520.KQ
1276,메디아나,041920.KQ
1277,멕아이씨에스,058110.KQ
1278,모다,149940.KQ
1279,모바일리더,100030.KQ
1280,바이오제네틱스,044480.KQ
1281,배럴,267790.KQ
1282,백금T&A,046310.KQ
1283,베스파,299910.KQ
1284,보성파워텍,006910.KQ
1285,브이원텍,251630.KQ
1286,비씨월드제약,200780.KQ
1287,비아트론,141000.KQ
1288,빛샘전자,072950.KQ
1289,상상인이안제2호스팩,329560.KQ
1290,상상인인더스트리,101000.KQ
1291,서울제약,018680.KQ
1292,서전기전,189860.KQ
1293,서희건설,035890.KQ
1294,성광벤드,014620.KQ
1295,세동,053060.KQ
1296,세미콘라이트,214310.KQ
1297,셀리드,299660.KQ
1298,솔브레인,036830.KQ
1299,솔트웍스,230980.KQ
1300,수젠텍,253840.KQ
1301,슈프리마아이디,317770.KQ
1302,스카이이앤엠,131100.KQ
1303,신영스팩6호,344050.KQ
1304,신일제약,012790.KQ
1305,싸이맥스,160980.KQ
1306,썸에이지,208640.KQ
1307,쏠리드,050890.KQ
1308,씨아이에스,222080.KQ
1309,씨에스베어링,297090.KQ
1310,아바코,083930.KQ
1311,아이스크림에듀,289010.KQ
1312,아이텍,119830.KQ
1313,알로이스,297570.KQ
1314,양지사,030960.KQ
1315,에스씨디,042110.KQ
1316,에스텍,069510.KQ
1317,에스폴리텍,050760.KQ
1318,에스피시스템스,317830.KQ
1319,에이디테크놀로지,200710.KQ
1320,에이치엘비생명과학,067630.KQ
1321,에이치엘비파워,043220.KQ
1322,에치에프알,230240.KQ
1323,엔시트론,101400.KQ
1324,엘앤씨바이오,290650.KQ
1325,엘앤에프,066970.KQ
1326,엘티씨,170920.KQ
1327,영우디에스피,143540.KQ
1328,영풍정밀,036560.KQ
1329,예선테크,250930.KQ
1330,오리엔트정공,065500.KQ
1331,오스코텍,039200.KQ
1332,오파스넷,173130.KQ
1333,올릭스,226950.KQ
1334,옴니시스템,057540.KQ
1335,옴니텔,057680.KQ
1336,와토스코리아,079000.KQ
1337,우리이앤엘,153490.KQ
1338,우원개발,046940.KQ
1339,위즈코프,038620.KQ
1340,윈팩,097800.KQ
1341,유바이오로직스,206650.KQ
1342,유비케어,032620.KQ
1343,유비쿼스홀딩스,078070.KQ
1344,유안타제3호스팩,287410.KQ
1345,유진스팩4호,321260.KQ
1346,이노메트리,302430.KQ
1347,이미지스,115610.KQ
1348,이베스트이안스팩1호,323210.KQ
1349,이씨에스,067010.KQ
1350,이오테크닉스,039030.KQ
1351,인트로메딕,150840.KQ
1352,인화정공,101930.KQ
1353,자안,221610.KQ
1354,자연과환경,043910.KQ
1355,전진바이오팜,110020.KQ
1356,정산애강,022220.KQ
1357,제넥신,095700.KQ
1358,제이브이엠,054950.KQ
1359,제이엔케이히터,126880.KQ
1360,제이엘케이,322510.KQ
1361,제일테크노스,038010.KQ
1362,제테마,216080.KQ
1363,중앙오션,054180.KQ
1364,지엘팜텍,204840.KQ
1365,지와이커머스,111820.KQ
1366,진양제약,007370.KQ
1367,천랩,311690.KQ
1368,천보,278280.KQ
1369,캔서롭,180400.KQ
1370,케이맥,043290.KQ
1371,케이엘넷,039420.KQ
1372,케이엠더블유,032500.KQ
1373,케이프이에스제4호,347140.KQ
1374,코렌텍,104540.KQ
1375,코리아나,027050.KQ
1376,코스나인,082660.KQ
1377,코오롱생명과학,102940.KQ
1378,코오롱티슈진,950160.KQ
1379,코윈테크,282880.KQ
1380,코콤,015710.KQ
1381,큐에스아이,066310.KQ
1382,크루셜텍,114120.KQ
1383,크리스에프앤씨,110790.KQ
1384,클래시스,214150.KQ
1385,키네마스터,139670.KQ
1386,테라젠이텍스,066700.KQ
1387,테스,095610.KQ
1388,텔레칩스,054450.KQ
1389,텔레필드,091440.KQ
1390,톱텍,108230.KQ
1391,티비씨,033830.KQ
1392,티플랙스,081150.KQ
1393,포비스티앤씨,016670.KQ
1394,퓨전,195440.KQ
1395,프럼파스트,035200.KQ
1396,플리토,300080.KQ
1397,피제이전자,006140.KQ
1398,하림,136480.KQ
1399,하이비젼시스템,126700.KQ
1400,하츠,066130.KQ
1401,한국기업평가,034950.KQ
1402,한국제6호스팩,281410.KQ
1403,한네트,052600.KQ
1404,한라IMS,092460.KQ
1405,한류AI센터,222810.KQ
1406,해성산업,034810.KQ
1407,해성옵틱스,076610.KQ
1408,핸디소프트,220180.KQ
1409,현진소재,053660.KQ
1410,홈센타홀딩스,060560.KQ
1411,힘스,238490.KQ
